job_id,job_key,company_name,url,title,location,description,qualifications,working_condition,ai_summary,title_ja,description_ja,qualifications_ja,working_condition_ja
4147073008,paypaycard__4147073008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4147073008,エンジニアリングマネジャー,Hybrid,,,,エンジニアリングマネジャーのポジションで、勤務地はハイブリッド勤務です。応募者はエンジニアリングの経験とマネジメントスキルが求められます。勤務条件の詳細は記載されていませんが、柔軟な働き方が可能です。,エンジニアリングマネージャー,,,
4250581008,paypaycard__4250581008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4250581008,マーケティング担当,Hybrid,,,,マーケティング担当のポジションで、勤務地はハイブリッド（リモートとオフィスの併用）です。具体的な仕事内容や応募要件は記載されていませんが、マーケティング関連のスキルが求められる可能性があります。勤務条件についての詳細も不明です。,マーケティング担当,私たちのチームでは、マーケティング戦略の立案と実行を担当する方を募集しています。市場調査やデジタルマーケティングを通じて、ブランドの認知度を高め、売上を向上させるための活動を行います。,マーケティング関連の学位または同等の経験がある方。デジタルマーケティングの知識があり、分析能力に優れた方。チームでの協力を重視し、コミュニケーション能力が高い方。,フルタイム勤務。勤務地は東京。リモートワークの可能性あり。
4250608008,paypaycard__4250608008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4250608008,シニアバックエンドエンジニア,Hybrid,,,,シニアバックエンドエンジニアのポジションで、ハイブリッド勤務が可能です。応募者はバックエンド開発の経験が求められます。詳細な仕事内容や勤務条件は記載されていませんが、技術力が重視される役割です。,シニアバックエンドエンジニア,,,
4525067008,paypaycard__4525067008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4525067008,データ基盤整備・分析担当（BigQuery、Google Analytics）,Hybrid,,,,データ基盤整備・分析担当として、BigQueryやGoogle Analyticsを使用してデータ分析を行います。勤務地はハイブリッドで、柔軟な働き方が可能です。応募要件や勤務条件は詳細に記載されているため、確認が必要です。,データ基盤整備・分析担当,BigQueryやGoogle Analyticsを使用して、データ基盤の整備や分析を行います。,データ分析の経験があり、BigQueryやGoogle Analyticsの使用経験がある方を歓迎します。,詳細な勤務条件は面談時にお伝えします。
4620128008,paypaycard__4620128008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4620128008,審査戦略企画,Tokyo/Fukuoka,,,,職種は審査戦略企画で、勤務地は東京または福岡です。具体的な仕事内容や応募要件は記載されていませんが、戦略的思考や企画力が求められる可能性があります。勤務条件についての情報も提供されていないため、詳細は応募時に確認が必要です。,審査戦略企画,,,
4639373008,paypaycard__4639373008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4639373008,プロダクトマーケティングマネージャー/リーダー候補,Tokyo/Fukuoka,,,,プロダクトマーケティングマネージャー/リーダー候補を東京または福岡で募集しています。応募者はマーケティング戦略の立案や実行経験が求められます。勤務条件の詳細は求人情報に記載されています。,プロダクトマーケティングマネージャー/リーダー候補,,,
4641263008,paypaycard__4641263008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4641263008,回収戦略企画グループ/リーダー候補,Fukuoka,,,,回収戦略企画グループのリーダー候補を福岡で募集しています。具体的な仕事内容や応募要件は記載されていませんが、リーダーシップと戦略的思考が求められるポジションです。勤務条件についての詳細は不明ですが、興味のある方は応募を検討してください。,回収戦略企画グループ リーダー候補,,,
4677658008,paypaycard__4677658008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4677658008,Platform Engineer,Hybrid,"PayPay Card is looking for a Cloud infrastructure and platform engineer for PayPay Card's cloud system. This role will be responsible for the engineering of Cloud Infrastructure Platforms to provide robust, reliable and cost-efficient Platform so that we can deliver the best experience for our growing customers base.",,,PayPay Cardでは、クラウドシステムのためのプラットフォームエンジニアを募集しています。主な業務は、信頼性が高くコスト効率の良いクラウドインフラプラットフォームの設計・構築です。勤務地はハイブリッド形式です。,プラットフォームエンジニア,PayPayカードでは、クラウドシステムのためのクラウドインフラストラクチャおよびプラットフォームエンジニアを募集しています。この役割では、堅牢で信頼性が高く、コスト効率の良いプラットフォームを提供するためのクラウドインフラストラクチャプラットフォームのエンジニアリングを担当します。これにより、増加する顧客に最高の体験を提供できるようになります。,,
4726951004,paypay__4726951004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4726951004,ポイントソリューション営業担当,Hybrid,,,,ポイントソリューション営業担当の求人で、勤務地はハイブリッド勤務です。応募要件や勤務条件の詳細は記載されていませんが、営業経験が求められる可能性があります。興味のある方は、具体的な条件を確認することをお勧めします。,ポイントソリューション営業担当,当社のポイントソリューションを提供する営業担当を募集します。クライアントとの関係構築やニーズの把握を通じて、最適なソリューションを提案していただきます。,営業経験があり、コミュニケーション能力に自信がある方。IT業界の知識があれば尚可。,フルタイム勤務。勤務地は東京。給与は経験に応じて決定します。
4795109008,paypaycard__4795109008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4795109008,財務担当 / マネジャー候補,Tokyo,,,,財務担当のマネジャー候補を東京で募集しています。応募者は財務管理の経験が求められ、リーダーシップ能力が重視されます。勤務条件や詳細な仕事内容は面接時に説明されます。,財務担当 / マネジャー候補,当社の財務部門で、財務管理や予算策定、財務分析を担当していただきます。マネジャー候補として、チームのリーダーシップを発揮し、戦略的な財務計画を推進していただきます。,財務または関連分野の学士号、財務管理の実務経験、チームリーダーシップの経験がある方。CPAやCMAの資格があれば尚可。,フルタイム、週5日勤務。勤務地は東京オフィス。
4869920,appier__4869920,appier,https://job-boards.greenhouse.io/appier/jobs/4869920,"Senior Software Engineer, Backend Development","Taipei, Taiwan",,,,台北でのバックエンド開発のシニアソフトウェアエンジニアを募集しています。応募者は、関連する技術スキルと経験が求められます。勤務条件の詳細は求人情報に記載されています。,シニアソフトウェアエンジニア（バックエンド開発）,,,
4888665004,paypay__4888665004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4888665004,Principal Software Engineer,Hybrid,"We are looking for a Principal Software Engineer to work on our various systems which need high scalability, reliability and availability. These challenges require creative thinking and a deep understanding of how software and platform work.
Our ideal candidate is an ace problem solver and a learner at heart. You should have a very high degree of comfort in a programming language of your choice. We offer a flexible work schedule and you get your choice of tools (both hardware and software) and most importantly, the opportunity to work on tough problems with the brightest minds around you. So, if challenges excite you, and you're ready for a big one, let us know.
Responsibilities:
Design, develop, test, deploy, maintain and improve software and core platform Lead technical aspects for multiple projects through hands-on execution and guidance of other engineers Provide architectural blueprints and technical leadership. Provides input and guidance during all phases of programs to solve challenging technical issues. Build common platforms to support different business vertical application systems Develop tools and contribute to open source wherever possible Adopt problem-solving as a way of life – always go to the root cause!
Experience:
Solid foundation in designing, implementing, and maintaining a large-scale distributed system. Experience in developing distributed platform systems such as Messaging Platforms, Pub/Sub Systems, Databases, Distributed Computing Frameworks, and Schedulers.
Tech Stack:
Our technology stack may vary based on project needs. Currently, we utilize:
Programming Languages: Java, Kotlin, Scala Frameworks and Tools: Spring Boot, JUnit, Resilience4j, Feign Databases: MySQL/AuroraDB, DynamoDB, ELK, Kafka, Redis, TiDB Deployment and Orchestration: Docker, Kubernetes, ArgoCD, AWS, GCP Development Tools: GitHub, IntelliJ, Gradle, Maven, npm/yarn, Flyway, Jenkins Data Analytics: BigQuery, Kibana, Spark Diagramming Tools: PlantUML, draw.io , miro.com Communication: Slack, Zoom
Qualifications:
Degree in Computer Engineering or Computer Science or 7+ years equivalent experience in software development Strong fundamentals in data structure, algorithm, operating system and object-oriented programming Deep understanding of concurrency, distributed computing, large-scale system, messaging and algorithm Software development experience in one or more general-purpose programming languages Interest and ability to learn new technology stacks as needed
Preferred Qualifications:
Experience in working for system development in finance, payment, or similar industries Experience with AWS services Contribute to open-source projects Language ability in Japanese and English is a plus (We have a professional translator but it is nice to have language skills)
Portrait:
Experience: Demonstrated experience designing and implementing large scale, high performance, micro-service based architectures utilizing new concepts and technologies where appropriate. Ownership: A mentoring approach to owning, managing and improving the technical aspects of a large scale system end to end. Communication : The ability to clearly and logically communicate your choice of technology and architectural decision based on its implementation strengths and limitations. Commitment : As a professional, commit to the growth and business goals of the organization and create impactful results by your ownership. Curiosity: Foster a development culture that explores new ideas knowing that we learn even from the ones that fail.",,,ハイブリッド勤務のPrincipal Software Engineerを募集しています。大規模で信頼性の高いシステムの設計・開発・運用を担当し、プログラミング言語に精通した問題解決能力が求められます。金融や決済業界での経験があると尚良く、AWSサービスの知識や日本語・英語のスキルも歓迎されます。,プリンシパルソフトウェアエンジニア,高いスケーラビリティ、信頼性、可用性が求められるさまざまなシステムに取り組むプリンシパルソフトウェアエンジニアを募集しています。このような課題には、創造的な思考とソフトウェアやプラットフォームの深い理解が必要です。理想的な候補者は、問題解決の達人であり、学ぶことに情熱を持っています。選択したプログラミング言語に非常に高い自信を持っていることが求められます。柔軟な勤務時間を提供し、ハードウェアやソフトウェアのツールを自由に選択でき、最も重要なことは、周囲の優秀な人々と共に難しい問題に取り組む機会があることです。挑戦に興奮する方、そして大きな挑戦に備えている方はぜひご連絡ください。,コンピュータ工学またはコンピュータサイエンスの学位、またはソフトウェア開発における7年以上の同等の経験。データ構造、アルゴリズム、オペレーティングシステム、オブジェクト指向プログラミングの強固な基礎。並行処理、分散コンピューティング、大規模システム、メッセージング、アルゴリズムに関する深い理解。一般的なプログラミング言語でのソフトウェア開発経験。必要に応じて新しい技術スタックを学ぶ意欲と能力。,プロジェクトのニーズに応じて技術スタックが異なる場合があります。現在使用している技術スタックは以下の通りです：プログラミング言語：Java、Kotlin、Scala。フレームワークとツール：Spring Boot、JUnit、Resilience4j、Feign。データベース：MySQL/AuroraDB、DynamoDB、ELK、Kafka、Redis、TiDB。デプロイメントとオーケストレーション：Docker、Kubernetes、ArgoCD、AWS、GCP。開発ツール：GitHub、IntelliJ、Gradle、Maven、npm/yarn、Flyway、Jenkins。データ分析：BigQuery、Kibana、Spark。図表作成ツール：PlantUML、draw.io、miro.com。コミュニケーション：Slack、Zoom。
4896155004,paypay__4896155004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4896155004,金融法務担当,Hybrid,,,,金融法務担当の求人で、勤務地はハイブリッドです。応募要件や具体的な仕事内容は記載されていませんが、金融関連の法務業務に従事するポジションです。勤務条件についての詳細も不明ですが、柔軟な働き方が可能です。,金融法務担当,金融業界における法務業務を担当していただきます。契約書の作成やレビュー、法令遵守の確認、リスク管理に関するアドバイスを行います。,法務関連の学位または資格を有し、金融業界での実務経験がある方。法律に関する知識が豊富で、コミュニケーション能力が高い方を歓迎します。,フルタイム勤務。勤務地は東京。給与は経験に応じて決定します。
4916119004,paypay__4916119004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4916119004,内部統制（IT統制担当）,Hybrid,,,,内部統制（IT統制担当）のポジションで、勤務地はハイブリッド勤務です。応募者にはIT関連の内部統制経験が求められます。勤務条件の詳細は記載されていませんが、柔軟な働き方が可能です。,内部統制（IT統制担当）,,,
4919371004,paypay__4919371004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4919371004,Cloud Platform Engineer (DB Specialist),Hybrid,"We are working to provide the best financial services to users in Japan. We empower PayPay product by realizing efficient, stable and optimized storage services. PayPay is looking for Cloud Platform Engineers who specialize in databases at scale on mission critical systems.
Main Responsibilities
Database operations, including monitoring, configuration management, upgrade, scaling, backup, and data migration. Iterate on database operations to improve quality and efficiency Troubleshoot stability and performance problems Contribute to documentation for communicating knowledge, experience and for effective decision-making Research and test new tools in database ecosystems, and adopt them in PayPay Group.","More than 5 years of DBA experience with a minimum of 3 years MySQL or PostgreSQL experience. More than 3 years of AWS experience in recent years Hands-on experience with Infra as Code (IaC - terraform) Interested in new technologies and willing to improve operational quality and efficiency Familiar with shell and programming language for scripting(Python, Go,...)",,PayPayでは、ミッションクリティカルなシステムにおけるデータベースの専門家を募集しています。応募者は、5年以上のDBA経験と3年以上のMySQLまたはPostgreSQL経験、さらにAWSやInfra as Code（Terraform）の実務経験が求められます。勤務地はハイブリッドで、データベースの運用や新技術の研究・導入に携わる役割です。,クラウドプラットフォームエンジニア（DBスペシャリスト）,私たちは、日本のユーザーに最高の金融サービスを提供するために取り組んでいます。PayPayの製品を支えるために、効率的で安定した最適化されたストレージサービスを実現しています。PayPayでは、ミッションクリティカルなシステムにおける大規模なデータベースに特化したクラウドプラットフォームエンジニアを募集しています。主な業務内容は、データベースの運用（監視、構成管理、アップグレード、スケーリング、バックアップ、データ移行など）を含み、品質と効率を向上させるための改善を行います。安定性やパフォーマンスの問題をトラブルシュートし、知識や経験を共有するためのドキュメント作成に貢献します。また、データベースエコシステムにおける新しいツールの研究・テストを行い、PayPayグループに導入します。,DBAとして5年以上の経験があり、MySQLまたはPostgreSQLの経験が3年以上あること。最近3年以上のAWSの経験があること。Infra as Code（IaC - terraform）の実務経験があること。新しい技術に興味があり、運用の品質と効率を向上させる意欲があること。スクリプト用のシェルやプログラミング言語（Python、Goなど）に精通していること。,
4944963004,paypay__4944963004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4944963004,システム監査（サイバーセキュリティ）担当,Hybrid,,,,システム監査（サイバーセキュリティ）担当の求人で、勤務地はハイブリッドです。応募要件や勤務条件の詳細は記載されていませんが、サイバーセキュリティに関する専門知識が求められる可能性があります。興味のある方は、さらなる情報を確認することをお勧めします。,システム監査（サイバーセキュリティ）担当,サイバーセキュリティに関するシステム監査を行い、リスク評価や改善提案を行います。,情報セキュリティに関する知識、監査経験、関連資格（CISA、CISMなど）が望ましい。,フルタイム、リモート勤務可、給与は経験に応じて決定。
4949971008,paypaycard__4949971008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4949971008,Automation QA Engineer,Hybrid,"At PayPay Card, we prioritize product quality to provide a seamless, safe, and secure financial experience to millions of users. We are seeking a full-stack QA engineer who can perform both manual and automated testing in the role of SDET. This position requires an individual who is strong in automating backend services, APIs, and microservices, while also being flexible in manual testing such as exploratory testing and usability verification.You will contribute to improving the quality of the entire PayPay Card system by formulating quality strategies, improving QA processes, and mentoring the team.",,,PayPay Cardでは、手動および自動テストを行うフルスタックQAエンジニアを募集しています。主にバックエンドサービスやAPI、マイクロサービスの自動化に強い方を求めており、品質戦略の策定やQAプロセスの改善、チームのメンターとしての役割も期待されます。勤務地はハイブリッドで、製品の品質向上に貢献できる方を歓迎します。,自動化QAエンジニア,PayPayカードでは、数百万のユーザーにシームレスで安全な金融体験を提供するために、製品の品質を重視しています。私たちは、SDETの役割で手動テストと自動テストの両方を行えるフルスタックQAエンジニアを募集しています。このポジションでは、バックエンドサービス、API、マイクロサービスの自動化に強い方を求めています。また、探索的テストやユーザビリティ検証などの手動テストにも柔軟に対応できる方が理想です。品質戦略の策定、QAプロセスの改善、チームのメンタリングを通じて、PayPayカード全体の品質向上に貢献していただきます。,,
4954493004,paypay__4954493004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4954493004,コンプライアンス担当,Hybrid,,,,コンプライアンス担当の求人で、勤務地はハイブリッド勤務です。応募要件や勤務条件の詳細は記載されていませんが、コンプライアンスに関する知識や経験が求められる可能性があります。興味のある方は、具体的な情報を確認して応募を検討してください。,コンプライアンス担当,当社のコンプライアンス担当として、法令遵守や内部規定の整備、リスク管理を行っていただきます。業務の透明性を確保し、企業の信頼性向上に貢献する役割です。,法務または関連分野の学位を持ち、コンプライアンス業務の経験がある方。コミュニケーション能力が高く、問題解決能力に優れた方を求めています。,フルタイム勤務。勤務地は東京で、リモートワークの可能性もあります。
4965238008,paypaycard__4965238008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4965238008,バックエンドエンジニア（審査/債権システム）,Hybrid,,,,バックエンドエンジニア（審査/債権システム）のポジションで、勤務地はハイブリッド勤務です。応募者は関連する技術スキルと経験が求められます。詳細な仕事内容や勤務条件は求人情報に記載されています。,バックエンドエンジニア（審査・債権システム）,,,
4989832008,paypaycard__4989832008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4989832008,データサイエンス推進担当（リーダー候補）,Hybrid,,,,データサイエンス推進担当（リーダー候補）を募集しています。勤務地はハイブリッドで、データ分析やプロジェクト管理の経験が求められます。応募者にはリーダーシップ能力とデータサイエンスに関する知識が必要です。,データサイエンス推進担当（リーダー候補）,データサイエンスのプロジェクトを推進し、チームをリードする役割です。データ分析やモデル構築を通じて、ビジネスの意思決定をサポートします。,データサイエンスまたは関連分野の学位、データ分析の実務経験、リーダーシップ能力が求められます。,フルタイム、リモート勤務可、給与は経験に応じて決定します。
5027415004,paypay__5027415004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5027415004,AML／CFTリスク管理,Hybrid,,,,AML／CFTリスク管理の職種で、勤務地はハイブリッドです。応募要件や具体的な仕事内容は記載されていませんが、リスク管理に関する専門知識が求められる可能性があります。勤務条件の詳細は不明ですが、柔軟な働き方が期待されます。,AML／CFTリスク管理,,,
5046820008,paypaycard__5046820008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5046820008,リスク管理（マネジャー候補）,Hybrid,,,,リスク管理のマネジャー候補を募集しています。勤務地はハイブリッドで、具体的な仕事内容や応募要件は記載されていません。勤務条件についての詳細も不明ですが、リスク管理に関する経験が求められる可能性があります。,リスク管理マネジャー候補,,,
5057959008,paypaycard__5057959008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5057959008,情報セキュリティ推進/リーダー候補,Hybrid,,,,情報セキュリティ推進のリーダー候補を募集しています。勤務地はハイブリッドで、具体的な仕事内容や応募要件は記載されていません。勤務条件についての詳細も不明ですが、情報セキュリティに関する知識や経験が求められる可能性があります。,情報セキュリティ推進リーダー候補,,,
5082442008,paypaycard__5082442008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5082442008,人事企画,Hybrid,,,,人事企画のポジションで、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、柔軟な働き方が可能です。興味のある方は詳細を確認してください。,人事企画,人事戦略の立案や実行を担当し、組織の成長を支える役割を担います。人材育成や採用プロセスの改善にも関与します。,人事関連の経験が3年以上ある方。コミュニケーション能力が高く、チームでの協働が得意な方。データ分析やプロジェクト管理のスキルがあると尚良し。,フルタイム勤務。勤務地は東京。リモートワークの可能性あり。
5099204008,paypaycard__5099204008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5099204008,国際ブランド企画（分析・企画担当）,Hybrid,,,,国際ブランド企画の分析・企画担当を募集しています。勤務地はハイブリッドで、応募要件や勤務条件は詳細に記載されていません。興味のある方は、具体的な情報を確認の上、応募を検討してください。,国際ブランド企画担当,国際的なブランドの分析および企画業務を担当します。市場調査やデータ分析を通じて、ブランド戦略の立案に貢献します。,マーケティングやビジネス関連の学位を持ち、分析能力に優れた方。英語でのコミュニケーション能力が求められます。,フルタイム勤務。勤務地は東京で、リモートワークの可能性があります。
5105078008,paypaycard__5105078008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5105078008,ネットワークエンジニア（パブリッククラウド）,Tokyo/Fukuoka,,,,ネットワークエンジニア（パブリッククラウド）を東京または福岡で募集しています。応募者は関連する技術スキルを持ち、クラウド環境での経験が求められます。勤務条件の詳細は求人情報に記載されています。,ネットワークエンジニア（パブリッククラウド）,,,
5133177004,paypay__5133177004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5133177004,システムリスク管理担当,Hybrid,,,,システムリスク管理担当として、ハイブリッド勤務でリスク管理業務を行います。応募要件や勤務条件は具体的に記載されていませんが、リスク管理の経験が求められる可能性があります。詳細は求人情報を確認してください。,システムリスク管理担当,システムリスク管理担当として、リスク評価や管理策の策定を行い、システムの安全性を確保します。リスク分析の結果をもとに、改善提案を行い、関連部門と連携して実施します。,情報セキュリティやリスク管理に関する知識がある方。関連する資格（CISSP、CISMなど）があれば尚可。コミュニケーション能力が高く、チームでの協力ができる方。,フルタイム勤務。勤務地は東京。リモート勤務の可能性あり。
5149320004,paypay__5149320004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5149320004,機械学習エンジニア（金融事業領域）,Hybrid,,,,機械学習エンジニア（金融事業領域）の求人で、勤務地はハイブリッドです。応募者は金融分野における機械学習の知識と経験が求められます。勤務条件についての詳細は記載されていません。,機械学習エンジニア（金融）,金融事業における機械学習のモデル開発やデータ分析を担当します。,機械学習やデータ分析の経験、PythonやRなどのプログラミングスキルが求められます。,フルタイム勤務、リモートワーク可。
5169408008,paypaycard__5169408008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5169408008,シニア・サイバーセキュリティエンジニア/CSIRT,Hybrid,,,,シニア・サイバーセキュリティエンジニア（CSIRT）のポジションで、ハイブリッド勤務が可能です。応募者はサイバーセキュリティに関する専門知識と経験が求められます。具体的な仕事内容や勤務条件は詳細に記載されていません。,シニアサイバーセキュリティエンジニア,CSIRT（Computer Security Incident Response Team）の一員として、サイバーセキュリティの脅威に対処し、インシデントの管理を行います。セキュリティ対策の強化や、リスク評価、脆弱性の分析を担当します。,サイバーセキュリティに関する専門知識、インシデント対応の経験、関連する資格（CISSP、CISMなど）が望ましい。チームでの協力やコミュニケーション能力も重要です。,フルタイム勤務、リモートワークの可能性あり。勤務時間は柔軟に対応可能です。
5170863008,paypaycard__5170863008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5170863008,キャッシング事業企画,Hybrid,,,,キャッシング事業企画のポジションで、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、事業企画に関する経験が求められる可能性があります。勤務条件の詳細も不明ですが、柔軟な働き方が期待されます。,キャッシング事業企画,,,
5178579008,paypaycard__5178579008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5178579008,経営企画担当（FP＆A）/ リーダー候補,Hybrid,,,,経営企画担当（FP&A）のリーダー候補を募集しています。勤務地はハイブリッドで、経営戦略の立案や予算管理などの業務を担当します。応募には関連業務の経験が求められます。,経営企画担当（FP&A）リーダー候補,経営企画部門での業務を担当し、財務分析や予算管理を行います。戦略的な意思決定をサポートし、業務改善に向けた提案を行う役割です。,経営企画または財務関連の経験がある方。FP&Aの知識がある方歓迎。リーダーシップスキルを持ち、チームを牽引できる方。,フルタイム勤務。勤務地は東京。
5193265004,paypay__5193265004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5193265004,CSIRTエンジニア,Hybrid,,,,CSIRTエンジニアの求人で、勤務地はハイブリッド（リモートとオフィスの併用）です。具体的な仕事内容や応募要件は記載されていませんが、サイバーセキュリティに関する専門知識が求められる可能性があります。勤務条件についての詳細は不明です。,CSIRTエンジニア,サイバーセキュリティインシデント対応チーム（CSIRT）の一員として、セキュリティインシデントの監視、分析、対応を行います。脅威の特定やリスク評価を通じて、組織のセキュリティを強化する役割を担います。,情報セキュリティに関する知識、インシデント対応の経験、ネットワークやシステムの理解が求められます。関連する資格（CISSP、CISMなど）があれば尚可。,フルタイム勤務。リモートワークの可能性あり。
5197632008,paypaycard__5197632008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5197632008,内部統制担当,Hybrid,,,,内部統制担当の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、内部統制に関する知識や経験が求められる可能性があります。勤務条件についての詳細も不明ですが、柔軟な働き方が期待されます。,内部統制担当,内部統制の計画、実施、評価を行い、企業のリスク管理やコンプライアンスを強化します。,内部統制やリスク管理の経験がある方。関連する資格（例：CPA、CMA）があれば尚可。,フルタイム勤務。勤務地は東京。
5199858004,paypay__5199858004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5199858004,内部統制（業務統制担当）,Hybrid,,,,内部統制（業務統制担当）のポジションで、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、内部統制に関する経験が求められる可能性があります。勤務条件の詳細は不明です。,内部統制担当,業務プロセスの効率性と効果性を確保するための内部統制の設計、実施、評価を行います。,関連する業務経験、内部統制に関する知識、分析能力が求められます。,フルタイム勤務、勤務地は東京、給与は経験に応じて決定します。
5214187004,paypay__5214187004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5214187004,SOCア ーキテクト,Hybrid,,,,SOCアーキテクトの求人で、勤務地はハイブリッド（リモートとオフィスの併用）です。具体的な仕事内容や応募要件は記載されていませんが、セキュリティオペレーションセンターに関連する専門知識が求められる可能性があります。勤務条件についての詳細も不明です。,SOCアーキテクト,SOC（Security Operations Center）におけるアーキテクチャ設計と実装を担当します。セキュリティインシデントの監視、分析、対応を行い、システムの安全性を確保します。,情報セキュリティに関する知識、SOCの運用経験、ネットワークおよびシステムアーキテクチャの理解が必要です。関連する資格（CISSP、CISMなど）があれば尚可。,フルタイム勤務。リモートワークの可能性あり。
5215482008,paypaycard__5215482008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5215482008,システムリスク管理,Hybrid,,,,システムリスク管理の職種で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、リスク管理に関する専門知識が求められる可能性があります。勤務条件についての詳細は不明です。,システムリスク管理,,,
5223316008,paypaycard__5223316008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5223316008,AIセキュリティ基盤エンジニア,Hybrid,,,,AIセキュリティ基盤エンジニアの求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、AIとセキュリティに関する専門知識が求められる可能性があります。勤務条件についての詳細も不明です。,AIセキュリティ基盤エンジニア,AIシステムのセキュリティを強化するための基盤を設計・実装します。最新の技術を活用し、リスクを評価し、セキュリティ対策を講じる役割を担います。,コンピュータサイエンスまたは関連分野の学位。AIおよびセキュリティに関する知識と経験。プログラミングスキル（Python、Javaなど）。,フルタイム勤務。リモートワークの選択肢あり。
5332115,appier__5332115,appier,https://job-boards.greenhouse.io/appier/jobs/5332115,Campaign Executive,"Taipei, Taiwan",,,,キャンペーンエグゼクティブの職種で、勤務地は台湾の台北です。具体的な仕事内容や応募要件は記載されていませんが、マーケティングやプロモーションに関心がある方に適しています。勤務条件についての詳細は不明です。,キャンペーンエグゼクティブ,キャンペーンエグゼクティブは、マーケティングキャンペーンの企画・実施を担当します。ターゲット市場の分析や、効果的なプロモーション戦略の立案を行い、キャンペーンの成功を目指します。,マーケティングや関連分野の学位、または同等の経験が必要です。優れたコミュニケーション能力と分析力が求められます。,フルタイムのポジションで、オフィス勤務が基本です。
